record_id,timestamp_utc,site_id,equipment_id,equipment_type,location,data_split,operating_state,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,active_source,mains_voltage,generator_voltage,transfer_status,breaker_status,room_temperature_c,intruder_alarm,fire_alarm,voltage_deviation_pct,temperature_change_c_per_hour,target_fault_active,target_failure_type,target_risk_level,target_maintenance_required
156501,2025-03-19T15:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.779884,0.625923,0.433884,-0.900969,MAINS,228.96,0,NORMAL,CLOSED,25.72,false,false,0.45,-1.15,0,,NORMAL,0
156508,2025-03-19T15:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.766044,0.642788,0.433884,-0.900969,MAINS,228.37,0,NORMAL,CLOSED,26.64,false,false,0.71,0.1,0,,NORMAL,0
156515,2025-03-19T15:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.75184,0.659346,0.433884,-0.900969,MAINS,227.6,0,NORMAL,CLOSED,27.01,false,false,1.05,0.45,0,,NORMAL,0
156522,2025-03-19T15:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.737277,0.67559,0.433884,-0.900969,MAINS,228.14,0,NORMAL,CLOSED,27.4,false,false,0.81,0.54,0,,NORMAL,0
156529,2025-03-19T15:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.722364,0.691513,0.433884,-0.900969,MAINS,228.06,0,NORMAL,CLOSED,26.63,false,false,0.85,-0.67,0,,NORMAL,0
156536,2025-03-19T15:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.707107,0.707107,0.433884,-0.900969,MAINS,228.08,0,NORMAL,CLOSED,27.63,false,false,0.83,0.13,0,,NORMAL,0
156543,2025-03-19T15:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.691513,0.722364,0.433884,-0.900969,MAINS,229.37,0,NORMAL,CLOSED,26.93,false,false,0.28,0.5,0,,NORMAL,0
156550,2025-03-19T15:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.67559,0.737277,0.433884,-0.900969,MAINS,228.35,0,NORMAL,CLOSED,27.16,false,false,0.72,0.1,0,,NORMAL,0
156557,2025-03-19T15:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.659346,0.75184,0.433884,-0.900969,MAINS,227.92,0,NORMAL,CLOSED,26.57,false,false,0.9,-0.09,0,,NORMAL,0
156564,2025-03-19T15:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.642788,0.766044,0.433884,-0.900969,MAINS,229.68,0,NORMAL,CLOSED,27.22,false,false,0.14,-0.07,0,,NORMAL,0
156571,2025-03-19T15:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.625923,0.779884,0.433884,-0.900969,MAINS,229.07,0,NORMAL,CLOSED,27.47,false,false,0.4,0.99,0,,NORMAL,0
156578,2025-03-19T16:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.608761,0.793353,0.433884,-0.900969,MAINS,228.32,0,NORMAL,CLOSED,26.72,false,false,0.73,-0.35,0,,NORMAL,0
156585,2025-03-19T16:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.59131,0.806445,0.433884,-0.900969,MAINS,229.04,0,NORMAL,CLOSED,26.95,false,false,0.42,1.23,0,,NORMAL,0
156592,2025-03-19T16:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.573576,0.819152,0.433884,-0.900969,MAINS,227.75,0,NORMAL,CLOSED,26.14,false,false,0.98,-0.5,0,,NORMAL,0
156599,2025-03-19T16:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.55557,0.83147,0.433884,-0.900969,MAINS,227.87,0,NORMAL,CLOSED,27.47,false,false,0.92,0.46,0,,NORMAL,0
156606,2025-03-19T16:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.5373,0.843391,0.433884,-0.900969,MAINS,229.84,0,NORMAL,CLOSED,28.05,false,false,0.07,0.65,0,,NORMAL,0
156613,2025-03-19T16:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.518773,0.854912,0.433884,-0.900969,MAINS,228.74,0,NORMAL,CLOSED,26.63,false,false,0.55,0,0,,NORMAL,0
156620,2025-03-19T16:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.5,0.866025,0.433884,-0.900969,MAINS,229.1,0,NORMAL,CLOSED,26.41,false,false,0.39,-1.22,0,,NORMAL,0
156627,2025-03-19T16:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.480989,0.876727,0.433884,-0.900969,MAINS,227.98,0,NORMAL,CLOSED,27.07,false,false,0.88,0.14,0,,NORMAL,0
156634,2025-03-19T16:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.461749,0.887011,0.433884,-0.900969,MAINS,228.13,0,NORMAL,CLOSED,26.23,false,false,0.81,-0.93,0,,NORMAL,0
156641,2025-03-19T16:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.442289,0.896873,0.433884,-0.900969,MAINS,227.89,0,NORMAL,CLOSED,27.48,false,false,0.92,0.91,0,,NORMAL,0
156648,2025-03-19T16:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.422618,0.906308,0.433884,-0.900969,MAINS,229.28,0,NORMAL,CLOSED,26.11,false,false,0.31,-1.11,0,,NORMAL,0
156655,2025-03-19T16:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.402747,0.915311,0.433884,-0.900969,MAINS,227.65,0,NORMAL,CLOSED,27.04,false,false,1.02,-0.43,0,,NORMAL,0
156662,2025-03-19T17:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.382683,0.92388,0.433884,-0.900969,MAINS,228.01,0,NORMAL,CLOSED,27.19,false,false,0.87,0.47,0,,NORMAL,0
156669,2025-03-19T17:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.362438,0.932008,0.433884,-0.900969,MAINS,228.14,0,NORMAL,CLOSED,27.17,false,false,0.81,0.22,0,,NORMAL,0
156676,2025-03-19T17:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.34202,0.939693,0.433884,-0.900969,MAINS,227.4,0,NORMAL,CLOSED,27.31,false,false,1.13,1.17,0,,NORMAL,0
156683,2025-03-19T17:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.321439,0.94693,0.433884,-0.900969,MAINS,228.73,0,NORMAL,CLOSED,26.85,false,false,0.55,-0.62,0,,NORMAL,0
156690,2025-03-19T17:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.300706,0.953717,0.433884,-0.900969,MAINS,231.27,0,NORMAL,CLOSED,27.36,false,false,0.55,-0.69,0,,NORMAL,0
156697,2025-03-19T17:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.279829,0.96005,0.433884,-0.900969,MAINS,229.54,0,NORMAL,CLOSED,26.28,false,false,0.2,-0.35,0,,NORMAL,0
156704,2025-03-19T17:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.258819,0.965926,0.433884,-0.900969,MAINS,230.04,0,NORMAL,CLOSED,27.5,false,false,0.02,1.09,0,,NORMAL,0
156711,2025-03-19T17:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.237686,0.971342,0.433884,-0.900969,MAINS,228.62,0,NORMAL,CLOSED,27.29,false,false,0.6,0.22,0,,NORMAL,0
156718,2025-03-19T17:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.21644,0.976296,0.433884,-0.900969,MAINS,230.25,0,NORMAL,CLOSED,26.5,false,false,0.11,0.27,0,,NORMAL,0
156725,2025-03-19T17:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.19509,0.980785,0.433884,-0.900969,MAINS,230.87,0,NORMAL,CLOSED,27.08,false,false,0.38,-0.4,0,,NORMAL,0
156732,2025-03-19T17:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.173648,0.984808,0.433884,-0.900969,MAINS,227.46,0,NORMAL,CLOSED,26.76,false,false,1.11,0.65,0,,NORMAL,0
156739,2025-03-19T17:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.152123,0.988362,0.433884,-0.900969,MAINS,229.11,0,NORMAL,CLOSED,26.97,false,false,0.39,-0.07,0,,NORMAL,0
156746,2025-03-19T18:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.130526,0.991445,0.433884,-0.900969,MAINS,229.13,0,NORMAL,CLOSED,27.23,false,false,0.38,0.04,0,,NORMAL,0
156753,2025-03-19T18:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.108867,0.994056,0.433884,-0.900969,MAINS,226.84,0,NORMAL,CLOSED,27.09,false,false,1.37,-0.08,0,,NORMAL,0
156760,2025-03-19T18:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.087156,0.996195,0.433884,-0.900969,MAINS,229.7,0,NORMAL,CLOSED,26.64,false,false,0.13,-0.67,0,,NORMAL,0
156767,2025-03-19T18:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.065403,0.997859,0.433884,-0.900969,MAINS,228.94,0,NORMAL,CLOSED,26.89,false,false,0.46,0.04,0,,NORMAL,0
156774,2025-03-19T18:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.043619,0.999048,0.433884,-0.900969,MAINS,229.79,0,NORMAL,CLOSED,27.2,false,false,0.09,-0.16,0,,NORMAL,0
156781,2025-03-19T18:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,-0.021815,0.999762,0.433884,-0.900969,MAINS,227.74,0,NORMAL,CLOSED,26.75,false,false,0.98,0.47,0,,NORMAL,0
156788,2025-03-19T18:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0,1,-0.433884,-0.900969,MAINS,228.22,0,NORMAL,CLOSED,26.27,false,false,0.77,-1.23,0,,NORMAL,0
156795,2025-03-19T18:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.021815,0.999762,-0.433884,-0.900969,MAINS,228.98,0,NORMAL,CLOSED,26.39,false,false,0.45,-0.9,0,,NORMAL,0
156802,2025-03-19T18:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.043619,0.999048,-0.433884,-0.900969,MAINS,230.19,0,NORMAL,CLOSED,26.89,false,false,0.08,0.39,0,,NORMAL,0
156809,2025-03-19T18:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.065403,0.997859,-0.433884,-0.900969,MAINS,228.5,0,NORMAL,CLOSED,26.96,false,false,0.65,-0.12,0,,NORMAL,0
156816,2025-03-19T18:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.087156,0.996195,-0.433884,-0.900969,MAINS,228.48,0,NORMAL,CLOSED,26.78,false,false,0.66,0.02,0,,NORMAL,0
156823,2025-03-19T18:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.108867,0.994056,-0.433884,-0.900969,MAINS,228.88,0,NORMAL,CLOSED,27.59,false,false,0.49,0.62,0,,NORMAL,0
156830,2025-03-19T19:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.130526,0.991445,-0.433884,-0.900969,MAINS,228.85,0,NORMAL,CLOSED,26.99,false,false,0.5,-0.24,0,,NORMAL,0
156837,2025-03-19T19:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.152123,0.988362,-0.433884,-0.900969,MAINS,228.98,0,NORMAL,CLOSED,26.88,false,false,0.45,-0.21,0,,NORMAL,0
156844,2025-03-19T19:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.173648,0.984808,-0.433884,-0.900969,MAINS,229.34,0,NORMAL,CLOSED,26.52,false,false,0.29,-0.12,0,,NORMAL,0
156851,2025-03-19T19:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.19509,0.980785,-0.433884,-0.900969,MAINS,228.07,0,NORMAL,CLOSED,26.21,false,false,0.84,-0.68,0,,NORMAL,0
156858,2025-03-19T19:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.21644,0.976296,-0.433884,-0.900969,MAINS,228.34,0,NORMAL,CLOSED,27.36,false,false,0.72,0.16,0,,NORMAL,0
156865,2025-03-19T19:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.237686,0.971342,-0.433884,-0.900969,MAINS,230.42,0,NORMAL,CLOSED,26.82,false,false,0.18,0.07,0,,NORMAL,0
156872,2025-03-19T19:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.258819,0.965926,-0.433884,-0.900969,MAINS,228.69,0,NORMAL,CLOSED,27.27,false,false,0.57,1,0,,NORMAL,0
156879,2025-03-19T19:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.279829,0.96005,-0.433884,-0.900969,MAINS,228.16,0,NORMAL,CLOSED,27.2,false,false,0.8,0.81,0,,NORMAL,0
156886,2025-03-19T19:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.300706,0.953717,-0.433884,-0.900969,MAINS,228.74,0,NORMAL,CLOSED,27.5,false,false,0.55,0.61,0,,NORMAL,0
156893,2025-03-19T19:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.321439,0.94693,-0.433884,-0.900969,MAINS,229.42,0,NORMAL,CLOSED,27.55,false,false,0.25,0.59,0,,NORMAL,0
156900,2025-03-19T19:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.34202,0.939693,-0.433884,-0.900969,MAINS,229.09,0,NORMAL,CLOSED,26.54,false,false,0.4,-0.24,0,,NORMAL,0
156907,2025-03-19T19:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.362438,0.932008,-0.433884,-0.900969,MAINS,229.04,0,NORMAL,CLOSED,27.26,false,false,0.42,-0.33,0,,NORMAL,0
156914,2025-03-19T20:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.382683,0.92388,-0.433884,-0.900969,MAINS,228.9,0,NORMAL,CLOSED,26.79,false,false,0.48,-0.2,0,,NORMAL,0
156921,2025-03-19T20:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.402747,0.915311,-0.433884,-0.900969,MAINS,228.85,0,NORMAL,CLOSED,27.11,false,false,0.5,0.23,0,,NORMAL,0
156928,2025-03-19T20:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.422618,0.906308,-0.433884,-0.900969,MAINS,228.49,0,NORMAL,CLOSED,27.24,false,false,0.66,0.72,0,,NORMAL,0
156935,2025-03-19T20:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.442289,0.896873,-0.433884,-0.900969,MAINS,228.28,0,NORMAL,CLOSED,27.4,false,false,0.75,1.19,0,,NORMAL,0
156942,2025-03-19T20:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.461749,0.887011,-0.433884,-0.900969,MAINS,229.23,0,NORMAL,CLOSED,27.38,false,false,0.33,0.02,0,,NORMAL,0
156949,2025-03-19T20:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.480989,0.876727,-0.433884,-0.900969,MAINS,229.37,0,NORMAL,CLOSED,27.21,false,false,0.27,0.39,0,,NORMAL,0
156956,2025-03-19T20:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.5,0.866025,-0.433884,-0.900969,MAINS,228,0,NORMAL,CLOSED,26.99,false,false,0.87,-0.28,0,,NORMAL,0
156963,2025-03-19T20:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.518773,0.854912,-0.433884,-0.900969,MAINS,229.27,0,NORMAL,CLOSED,26.87,false,false,0.32,-0.33,0,,NORMAL,0
156970,2025-03-19T20:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.5373,0.843391,-0.433884,-0.900969,MAINS,230.05,0,NORMAL,CLOSED,26.89,false,false,0.02,-0.61,0,,NORMAL,0
156977,2025-03-19T20:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.55557,0.83147,-0.433884,-0.900969,MAINS,228.85,0,NORMAL,CLOSED,26.51,false,false,0.5,-1.04,0,,NORMAL,0
156984,2025-03-19T20:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.573576,0.819152,-0.433884,-0.900969,MAINS,229.86,0,NORMAL,CLOSED,26.87,false,false,0.06,0.33,0,,NORMAL,0
156991,2025-03-19T20:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.59131,0.806445,-0.433884,-0.900969,MAINS,228.32,0,NORMAL,CLOSED,26.86,false,false,0.73,-0.4,0,,NORMAL,0
156998,2025-03-19T21:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.608761,0.793353,-0.433884,-0.900969,MAINS,230.23,0,NORMAL,CLOSED,25.98,false,false,0.1,-0.81,0,,NORMAL,0
157005,2025-03-19T21:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.625923,0.779884,-0.433884,-0.900969,MAINS,229.72,0,NORMAL,CLOSED,25.96,false,false,0.12,-1.15,0,,NORMAL,0
157012,2025-03-19T21:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.642788,0.766044,-0.433884,-0.900969,MAINS,229.08,0,NORMAL,CLOSED,26.86,false,false,0.4,-0.38,0,,NORMAL,0
157019,2025-03-19T21:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.659346,0.75184,-0.433884,-0.900969,MAINS,228.87,0,NORMAL,CLOSED,26.74,false,false,0.49,-0.66,0,,NORMAL,0
157026,2025-03-19T21:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.67559,0.737277,-0.433884,-0.900969,MAINS,229.63,0,NORMAL,CLOSED,27.39,false,false,0.16,0.01,0,,NORMAL,0
157033,2025-03-19T21:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.691513,0.722364,-0.433884,-0.900969,MAINS,227.52,0,NORMAL,CLOSED,27.3,false,false,1.08,0.09,0,,NORMAL,0
157040,2025-03-19T21:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.707107,0.707107,-0.433884,-0.900969,MAINS,229.89,0,NORMAL,CLOSED,26.95,false,false,0.05,-0.04,0,,NORMAL,0
157047,2025-03-19T21:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.722364,0.691513,-0.433884,-0.900969,MAINS,229.5,0,NORMAL,CLOSED,27.47,false,false,0.22,0.6,0,,NORMAL,0
157054,2025-03-19T21:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.737277,0.67559,-0.433884,-0.900969,MAINS,229.05,0,NORMAL,CLOSED,27.56,false,false,0.41,0.67,0,,NORMAL,0
157061,2025-03-19T21:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.75184,0.659346,-0.433884,-0.900969,MAINS,229.6,0,NORMAL,CLOSED,26.9,false,false,0.17,0.39,0,,NORMAL,0
157068,2025-03-19T21:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.766044,0.642788,-0.433884,-0.900969,MAINS,230,0,NORMAL,CLOSED,26.71,false,false,0,-0.16,0,,NORMAL,0
157075,2025-03-19T21:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.779884,0.625923,-0.433884,-0.900969,MAINS,228.07,0,NORMAL,CLOSED,26.7,false,false,0.84,-0.16,0,,NORMAL,0
157082,2025-03-19T22:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.793353,0.608761,-0.433884,-0.900969,MAINS,229.72,0,NORMAL,CLOSED,27.75,false,false,0.12,1.77,0,,NORMAL,0
157089,2025-03-19T22:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.806445,0.59131,-0.433884,-0.900969,MAINS,230.59,0,NORMAL,CLOSED,26.68,false,false,0.26,0.72,0,,NORMAL,0
157096,2025-03-19T22:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.819152,0.573576,-0.433884,-0.900969,MAINS,230.16,0,NORMAL,CLOSED,27,false,false,0.07,0.14,0,,NORMAL,0
157103,2025-03-19T22:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.83147,0.55557,-0.433884,-0.900969,MAINS,229.31,0,NORMAL,CLOSED,27.25,false,false,0.3,0.51,0,,NORMAL,0
157110,2025-03-19T22:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.843391,0.5373,-0.433884,-0.900969,MAINS,230.45,0,NORMAL,CLOSED,27.04,false,false,0.2,-0.35,0,,NORMAL,0
157117,2025-03-19T22:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.854912,0.518773,-0.433884,-0.900969,MAINS,229.87,0,NORMAL,CLOSED,27.24,false,false,0.06,-0.06,0,,NORMAL,0
157124,2025-03-19T22:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.866025,0.5,-0.433884,-0.900969,MAINS,230.46,0,NORMAL,CLOSED,26.95,false,false,0.2,0,0,,NORMAL,0
157131,2025-03-19T22:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.876727,0.480989,-0.433884,-0.900969,MAINS,228.54,0,NORMAL,CLOSED,27.06,false,false,0.63,-0.41,0,,NORMAL,0
157138,2025-03-19T22:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.887011,0.461749,-0.433884,-0.900969,MAINS,229.99,0,NORMAL,CLOSED,27.09,false,false,0,-0.47,0,,NORMAL,0
157145,2025-03-19T22:45:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.896873,0.442289,-0.433884,-0.900969,MAINS,230.38,0,NORMAL,CLOSED,26.13,false,false,0.16,-0.77,0,,NORMAL,0
157152,2025-03-19T22:50:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.906308,0.422618,-0.433884,-0.900969,MAINS,229.91,0,NORMAL,CLOSED,26.05,false,false,0.04,-0.66,0,,NORMAL,0
157159,2025-03-19T22:55:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.915311,0.402747,-0.433884,-0.900969,MAINS,230.03,0,NORMAL,CLOSED,27.35,false,false,0.01,0.65,0,,NORMAL,0
157166,2025-03-19T23:00:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.92388,0.382683,-0.433884,-0.900969,MAINS,230.37,0,NORMAL,CLOSED,27.03,false,false,0.16,-0.72,0,,NORMAL,0
157173,2025-03-19T23:05:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.932008,0.362438,-0.433884,-0.900969,MAINS,229.87,0,NORMAL,CLOSED,26.8,false,false,0.06,0.12,0,,NORMAL,0
157180,2025-03-19T23:10:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.939693,0.34202,-0.433884,-0.900969,MAINS,231.91,0,NORMAL,CLOSED,26.63,false,false,0.83,-0.37,0,,NORMAL,0
157187,2025-03-19T23:15:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.94693,0.321439,-0.433884,-0.900969,MAINS,230.44,0,NORMAL,CLOSED,26.83,false,false,0.19,-0.42,0,,NORMAL,0
157194,2025-03-19T23:20:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.953717,0.300706,-0.433884,-0.900969,MAINS,229.89,0,NORMAL,CLOSED,27.65,false,false,0.05,0.61,0,,NORMAL,0
157201,2025-03-19T23:25:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.96005,0.279829,-0.433884,-0.900969,MAINS,229.04,0,NORMAL,CLOSED,27.51,false,false,0.42,0.27,0,,NORMAL,0
157208,2025-03-19T23:30:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.965926,0.258819,-0.433884,-0.900969,MAINS,231.44,0,NORMAL,CLOSED,27.19,false,false,0.63,0.24,0,,NORMAL,0
157215,2025-03-19T23:35:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.971342,0.237686,-0.433884,-0.900969,MAINS,230.57,0,NORMAL,CLOSED,27.5,false,false,0.25,0.44,0,,NORMAL,0
157222,2025-03-19T23:40:00Z,E01-GELA,ATS-01,ATS,Main Power Room,TRAIN,MAINS_SUPPLY,0.976296,0.21644,-0.433884,-0.900969,MAINS,230.21,0,NORMAL,CLOSED,26.62,false,false,0.09,-0.47,0,,NORMAL,0
