record_id,timestamp_utc,site_id,equipment_id,equipment_type,location,data_split,operating_state,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,voltage_R,voltage_Y,voltage_B,current_R,current_Y,current_B,main_breaker_status,room_temperature_c,intruder_alarm,fire_alarm,phase_voltage_imbalance_v,phase_current_imbalance_pct,voltage_deviation_pct,temperature_change_c_per_hour,target_failure_within_15_min,target_failure_within_60_min,target_failure_within_6_hours,target_time_to_failure_min,target_fault_active,target_failure_type,target_risk_level,target_maintenance_required
190431,2025-04-05T11:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.92388,-0.382683,-0.781831,0.62349,230.77,229.54,230.27,63.49,62,63.67,CLOSED,30.65,false,false,1.22,2.66,0.08,-0.33,0,0,0,,0,,NORMAL,0
190438,2025-04-05T11:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.932008,-0.362438,-0.781831,0.62349,229.21,229.9,230.04,63.44,60.73,60.45,CLOSED,30.49,false,false,0.84,4.85,0.12,-0.07,0,0,0,,0,,NORMAL,0
190445,2025-04-05T11:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.939693,-0.34202,-0.781831,0.62349,231.88,231.4,231.3,60.62,61.48,61.94,CLOSED,30.21,false,false,0.58,2.16,0.66,-0.29,0,0,0,,0,,NORMAL,0
190452,2025-04-05T11:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.94693,-0.321439,-0.781831,0.62349,229.99,231.14,229.46,61.65,61.38,61.16,CLOSED,30.25,false,false,1.68,0.8,0.09,0.09,0,0,0,,0,,NORMAL,0
190459,2025-04-05T11:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.953717,-0.300706,-0.781831,0.62349,230.71,229.4,230.69,62.09,61.57,60.54,CLOSED,29.94,false,false,1.31,2.52,0.11,0.22,0,0,0,,0,,NORMAL,0
190466,2025-04-05T11:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.96005,-0.279829,-0.781831,0.62349,229.28,229.36,230.2,60.15,60.52,59.86,CLOSED,29.23,false,false,0.92,1.1,0.17,-1.13,0,0,0,,0,,NORMAL,0
190473,2025-04-05T11:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.965926,-0.258819,-0.781831,0.62349,229.29,230.12,230.7,59.37,62.31,58.95,CLOSED,30.3,false,false,1.4,5.58,0.02,-0.31,0,0,0,,0,,NORMAL,0
190480,2025-04-05T11:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.971342,-0.237686,-0.781831,0.62349,231.19,228.94,229.95,58.1,60.57,59.49,CLOSED,29.38,false,false,2.25,4.16,0.01,-0.94,0,0,0,,0,,NORMAL,0
190487,2025-04-05T11:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.976296,-0.21644,-0.781831,0.62349,229.35,227.65,227.27,60.03,59.13,55.3,CLOSED,30.08,false,false,2.08,8.14,0.83,0.16,0,0,0,,0,,NORMAL,0
190494,2025-04-05T11:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.980785,-0.19509,-0.781831,0.62349,228.81,228.82,229.33,58.13,58.98,59.81,CLOSED,29.71,false,false,0.52,2.85,0.44,-0.79,0,0,0,,0,,NORMAL,0
190501,2025-04-05T11:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.984808,-0.173648,-0.781831,0.62349,230.38,228.83,228.18,58.83,56.31,60.22,CLOSED,29.46,false,false,2.2,6.69,0.38,-1,0,0,0,,0,,NORMAL,0
190508,2025-04-05T11:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.988362,-0.152123,-0.781831,0.62349,231.16,232.4,230.66,56.38,57.66,59.62,CLOSED,30.38,false,false,1.74,5.6,0.61,0.28,0,0,0,,0,,NORMAL,0
190515,2025-04-05T12:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.991445,-0.130526,-0.781831,0.62349,229.17,230.8,229.05,57,58.7,57.33,CLOSED,30.28,false,false,1.75,2.95,0.14,-0.37,0,0,0,,0,,NORMAL,0
190522,2025-04-05T12:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.994056,-0.108867,-0.781831,0.62349,230.73,231.22,230.9,57.86,57.48,56.18,CLOSED,30.41,false,false,0.5,2.94,0.41,-0.08,0,0,0,,0,,NORMAL,0
190529,2025-04-05T12:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.996195,-0.087156,-0.781831,0.62349,231.07,230.12,231.12,57.47,55.88,59.05,CLOSED,29.77,false,false,1,5.52,0.33,-0.44,0,0,0,,0,,NORMAL,0
190536,2025-04-05T12:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.997859,-0.065403,-0.781831,0.62349,229.39,230.33,229.06,53.76,56.59,55.04,CLOSED,29.54,false,false,1.27,5.14,0.18,-0.71,0,0,0,,0,,NORMAL,0
190543,2025-04-05T12:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999048,-0.043619,-0.781831,0.62349,229.21,229.81,229.1,55.71,55.1,57.12,CLOSED,30.62,false,false,0.72,3.62,0.27,0.68,0,0,0,,0,,NORMAL,0
190550,2025-04-05T12:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999762,-0.021815,-0.781831,0.62349,230.6,231.28,230.74,56.58,54.99,54.3,CLOSED,29.71,false,false,0.68,4.11,0.38,0.48,0,0,0,,0,,NORMAL,0
190557,2025-04-05T12:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-1,0,-0.781831,0.62349,230.09,230.69,230.93,55.79,55.24,55.16,CLOSED,30.62,false,false,0.84,1.13,0.25,0.32,0,0,0,,0,,NORMAL,0
190564,2025-04-05T12:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999762,0.021815,-0.781831,0.62349,230.23,229.08,229.41,54.94,55.92,54.64,CLOSED,30.01,false,false,1.14,2.31,0.19,0.63,0,0,0,,0,,NORMAL,0
190571,2025-04-05T12:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.999048,0.043619,-0.781831,0.62349,228.87,227.4,228.49,55.55,56.3,53.93,CLOSED,28.68,false,false,1.47,4.29,0.76,-1.4,0,0,0,,0,,NORMAL,0
190578,2025-04-05T12:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.997859,0.065403,-0.781831,0.62349,229.17,229.66,228.64,57.23,54.7,52.46,CLOSED,29.61,false,false,1.02,8.7,0.37,-0.1,0,0,0,,0,,NORMAL,0
190585,2025-04-05T12:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.996195,0.087156,-0.781831,0.62349,230.7,229.65,229.08,56.32,54.2,53.03,CLOSED,30.14,false,false,1.63,6.04,0.08,0.68,0,0,0,,0,,NORMAL,0
190592,2025-04-05T12:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.994056,0.108867,-0.781831,0.62349,229.2,228.66,230.34,53.69,54.34,54.42,CLOSED,30.14,false,false,1.69,1.35,0.26,-0.24,0,0,0,,0,,NORMAL,0
190599,2025-04-05T13:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.991445,0.130526,-0.781831,0.62349,229.51,229.12,229.89,55.14,52.68,54.92,CLOSED,29.74,false,false,0.78,4.55,0.21,-0.54,0,0,0,,0,,NORMAL,0
190606,2025-04-05T13:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.988362,0.152123,-0.781831,0.62349,229.57,229.59,230.66,54.38,55.63,53.92,CLOSED,29.58,false,false,1.1,3.12,0.03,-0.83,0,0,0,,0,,NORMAL,0
190613,2025-04-05T13:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.984808,0.173648,-0.781831,0.62349,229.31,231.53,230.41,53.91,54.2,55.17,CLOSED,29.72,false,false,2.22,2.33,0.18,-0.05,0,0,0,,0,,NORMAL,0
190620,2025-04-05T13:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.980785,0.19509,-0.781831,0.62349,228.95,229.22,229.16,55.01,56.32,54,CLOSED,30.19,false,false,0.27,4.2,0.39,0.65,0,0,0,,0,,NORMAL,0
190627,2025-04-05T13:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.976296,0.21644,-0.781831,0.62349,229.62,230,228.54,54.78,53.74,54.68,CLOSED,29.33,false,false,1.46,1.9,0.27,-1.29,0,0,0,,0,,NORMAL,0
190634,2025-04-05T13:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.971342,0.237686,-0.781831,0.62349,228.22,228.01,229.16,53.04,56.24,53.95,CLOSED,29.31,false,false,1.16,5.88,0.67,-0.4,0,0,0,,0,,NORMAL,0
190641,2025-04-05T13:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.965926,0.258819,-0.781831,0.62349,228.05,227.24,227.42,54.73,53.67,57.17,CLOSED,30.2,false,false,0.81,6.34,1.06,-0.42,0,0,0,,0,,NORMAL,0
190648,2025-04-05T13:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.96005,0.279829,-0.781831,0.62349,229.79,229.73,230.78,55.32,54.36,53.84,CLOSED,29.49,false,false,1.05,2.72,0.04,-0.52,0,0,0,,0,,NORMAL,0
190655,2025-04-05T13:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.953717,0.300706,-0.781831,0.62349,228.65,229.42,227.52,57,53.52,54.37,CLOSED,29.6,false,false,1.9,6.33,0.64,0.92,0,0,0,,0,,NORMAL,0
190662,2025-04-05T13:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.94693,0.321439,-0.781831,0.62349,229.18,229.8,228.32,54.8,54.79,54.85,CLOSED,29.84,false,false,1.48,0.1,0.39,0.23,0,0,0,,0,,NORMAL,0
190669,2025-04-05T13:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.939693,0.34202,-0.781831,0.62349,229.8,228.41,229.09,52.38,56.61,54.64,CLOSED,29.59,false,false,1.39,7.76,0.39,-0.55,0,0,0,,0,,NORMAL,0
190676,2025-04-05T13:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.932008,0.362438,-0.781831,0.62349,228.25,228.6,229.47,53.13,54.82,54.72,CLOSED,29.79,false,false,1.22,3.12,0.53,-0.35,0,0,0,,0,,NORMAL,0
190683,2025-04-05T14:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.92388,0.382683,-0.781831,0.62349,229.65,228.35,228.85,53.01,53.29,52.59,CLOSED,30.33,false,false,1.3,1.33,0.46,0.59,0,0,0,,0,,NORMAL,0
190690,2025-04-05T14:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.915311,0.402747,-0.781831,0.62349,228.7,228.95,230.36,55.48,55.96,57.65,CLOSED,30.3,false,false,1.66,3.85,0.29,0.72,0,0,0,,0,,NORMAL,0
190697,2025-04-05T14:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.906308,0.422618,-0.781831,0.62349,227.98,229.48,228.56,53.78,53.57,55.53,CLOSED,29.75,false,false,1.5,3.6,0.58,0.03,0,0,0,,0,,NORMAL,0
190704,2025-04-05T14:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.896873,0.442289,-0.781831,0.62349,227.25,229.62,228.28,53.5,56.32,52.85,CLOSED,29.41,false,false,2.37,6.39,0.7,-0.78,0,0,0,,0,,NORMAL,0
190711,2025-04-05T14:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.887011,0.461749,-0.781831,0.62349,227.94,228.94,228.1,55.61,54.04,53.32,CLOSED,29.94,false,false,1,4.22,0.73,0.61,0,0,0,,0,,NORMAL,0
190718,2025-04-05T14:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.876727,0.480989,-0.781831,0.62349,229.71,228.25,229.34,55.05,53.27,53.49,CLOSED,29.53,false,false,1.47,3.29,0.39,0.22,0,0,0,,0,,NORMAL,0
190725,2025-04-05T14:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.866025,0.5,-0.781831,0.62349,229.67,229.36,230.01,52.9,53.04,55.57,CLOSED,29.42,false,false,0.65,4.96,0.14,-0.78,0,0,0,,0,,NORMAL,0
190732,2025-04-05T14:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.854912,0.518773,-0.781831,0.62349,230.46,230.51,228.6,54.81,53.76,54.69,CLOSED,29.7,false,false,1.91,1.94,0.06,0.21,0,0,0,,0,,NORMAL,0
190739,2025-04-05T14:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.843391,0.5373,-0.781831,0.62349,227.84,229.01,226.8,55.56,54.95,55.52,CLOSED,29.57,false,false,2.21,1.1,0.92,-0.03,0,0,0,,0,,NORMAL,0
190746,2025-04-05T14:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.83147,0.55557,-0.781831,0.62349,228.24,229.17,229.1,54.8,56.4,56.08,CLOSED,30.02,false,false,0.93,2.87,0.51,0.18,0,0,0,,0,,NORMAL,0
190753,2025-04-05T14:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.819152,0.573576,-0.781831,0.62349,227.46,227.21,227.11,50.85,53.18,53.76,CLOSED,29.5,false,false,0.36,5.53,1.19,-0.09,0,0,0,,0,,NORMAL,0
190760,2025-04-05T14:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.806445,0.59131,-0.781831,0.62349,226.48,228.07,226.88,54.06,54.28,54.07,CLOSED,30.59,false,false,1.6,0.41,1.24,0.8,0,0,0,,0,,NORMAL,0
190767,2025-04-05T15:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.793353,0.608761,-0.781831,0.62349,229.12,228.34,228.65,55.68,55.3,52.29,CLOSED,30.21,false,false,0.78,6.23,0.56,-0.12,0,0,0,,0,,NORMAL,0
190774,2025-04-05T15:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.779884,0.625923,-0.781831,0.62349,228.24,228.23,228.73,56.14,54.34,53.81,CLOSED,29.95,false,false,0.5,4.27,0.7,-0.35,0,0,0,,0,,NORMAL,0
190781,2025-04-05T15:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.766044,0.642788,-0.781831,0.62349,227.24,228.21,227.12,55.39,54.17,55.05,CLOSED,29.81,false,false,1.09,2.22,1.08,0.06,0,0,0,,0,,NORMAL,0
190788,2025-04-05T15:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.75184,0.659346,-0.781831,0.62349,228.67,229.58,228.68,56.34,53.47,55.47,CLOSED,30.41,false,false,0.91,5.21,0.44,1,0,0,0,,0,,NORMAL,0
190795,2025-04-05T15:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.737277,0.67559,-0.781831,0.62349,229.49,227.77,228.35,54.09,54.4,54.06,CLOSED,30.01,false,false,1.72,0.63,0.64,0.07,0,0,0,,0,,NORMAL,0
190802,2025-04-05T15:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.722364,0.691513,-0.781831,0.62349,228.55,226.58,229.38,54.88,56.23,56.45,CLOSED,29.81,false,false,2.8,2.81,0.8,0.28,0,0,0,,0,,NORMAL,0
190809,2025-04-05T15:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.707107,0.707107,-0.781831,0.62349,229.09,228.86,228.92,55.64,54.17,52.59,CLOSED,29.46,false,false,0.23,5.63,0.45,0.04,0,0,0,,0,,NORMAL,0
190816,2025-04-05T15:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.691513,0.722364,-0.781831,0.62349,227.37,228.29,229,56,53.36,52.76,CLOSED,29.92,false,false,1.63,5.99,0.77,0.22,0,0,0,,0,,NORMAL,0
190823,2025-04-05T15:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.67559,0.737277,-0.781831,0.62349,228.31,229.64,228.84,54.52,52.92,53.05,CLOSED,29.44,false,false,1.32,2.99,0.47,-0.13,0,0,0,,0,,NORMAL,0
190830,2025-04-05T15:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.659346,0.75184,-0.781831,0.62349,230.2,229.86,229.46,55.69,56.31,56.15,CLOSED,30.13,false,false,0.74,1.11,0.07,0.11,0,0,0,,0,,NORMAL,0
190837,2025-04-05T15:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.642788,0.766044,-0.781831,0.62349,226.55,228.01,227.86,52.47,54.67,54.97,CLOSED,30.12,false,false,1.47,4.64,1.1,0.62,0,0,0,,0,,NORMAL,0
190844,2025-04-05T15:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.625923,0.779884,-0.781831,0.62349,228.12,229.09,228.71,55.47,54.78,55.73,CLOSED,30.45,false,false,0.97,1.72,0.59,-0.14,0,0,0,,0,,NORMAL,0
190851,2025-04-05T16:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.608761,0.793353,-0.781831,0.62349,228.29,230.09,229.85,52.33,55.5,54.53,CLOSED,29.37,false,false,1.8,5.86,0.26,-0.84,0,0,0,,0,,NORMAL,0
190858,2025-04-05T16:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.59131,0.806445,-0.781831,0.62349,228.28,228.16,227.23,53.1,53.8,52.61,CLOSED,29.87,false,false,1.05,2.24,0.92,-0.08,0,0,0,,0,,NORMAL,0
190865,2025-04-05T16:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.573576,0.819152,-0.781831,0.62349,228.36,227.79,228.3,54.42,54.63,55.19,CLOSED,29.63,false,false,0.57,1.4,0.8,-0.18,0,0,0,,0,,NORMAL,0
190872,2025-04-05T16:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.55557,0.83147,-0.781831,0.62349,228.66,229.7,229.01,53.71,55.72,55.77,CLOSED,30.32,false,false,1.04,3.74,0.38,-0.09,0,0,0,,0,,NORMAL,0
190879,2025-04-05T16:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.5373,0.843391,-0.781831,0.62349,229.08,229.94,228.77,56.2,53.79,54.7,CLOSED,30.37,false,false,1.17,4.38,0.32,0.36,0,0,0,,0,,NORMAL,0
190886,2025-04-05T16:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.518773,0.854912,-0.781831,0.62349,228.04,229.56,228.75,54.02,55.07,54.49,CLOSED,30.5,false,false,1.52,1.92,0.53,0.69,0,0,0,,0,,NORMAL,0
190893,2025-04-05T16:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.5,0.866025,-0.781831,0.62349,230.28,229.2,228.93,54,52.38,55.59,CLOSED,29.7,false,false,1.35,5.94,0.23,0.24,0,0,0,,0,,NORMAL,0
190900,2025-04-05T16:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.480989,0.876727,-0.781831,0.62349,227.92,227.99,225.54,55.13,52.62,55.35,CLOSED,29.49,false,false,2.45,5.01,1.24,-0.43,0,0,0,,0,,NORMAL,0
190907,2025-04-05T16:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.461749,0.887011,-0.781831,0.62349,229.82,228.96,229.36,53.96,53.2,53.71,CLOSED,30.59,false,false,0.86,1.41,0.27,1.15,0,0,0,,0,,NORMAL,0
190914,2025-04-05T16:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.442289,0.896873,-0.781831,0.62349,228.07,227.61,226.79,54.24,54.51,56.38,CLOSED,29.12,false,false,1.28,3.88,1.09,-1.01,0,0,0,,0,,NORMAL,0
190921,2025-04-05T16:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.422618,0.906308,-0.781831,0.62349,227.06,227.48,225.95,55.48,52.98,55.11,CLOSED,30.65,false,false,1.54,4.58,1.38,0.53,0,0,0,,0,,NORMAL,0
190928,2025-04-05T16:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.402747,0.915311,-0.781831,0.62349,230.54,228.2,229.36,53.63,56.64,52.77,CLOSED,29.73,false,false,2.33,7.12,0.28,-0.72,0,0,0,,0,,NORMAL,0
190935,2025-04-05T17:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.382683,0.92388,-0.781831,0.62349,228.08,228.53,228.09,56.16,53.17,56.35,CLOSED,29.74,false,false,0.46,5.75,0.77,0.37,0,0,0,,0,,NORMAL,0
190942,2025-04-05T17:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.362438,0.932008,-0.781831,0.62349,228.32,229.1,227.69,56.69,55.69,55.68,CLOSED,29.42,false,false,1.41,1.8,0.71,-0.45,0,0,0,,0,,NORMAL,0
190949,2025-04-05T17:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.34202,0.939693,-0.781831,0.62349,227.77,227.27,227.46,56.15,54.26,55.88,CLOSED,30.19,false,false,0.5,3.42,1.09,0.56,0,0,0,,0,,NORMAL,0
190956,2025-04-05T17:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.321439,0.94693,-0.781831,0.62349,226.92,227.1,228.02,55.12,52.57,54.07,CLOSED,29.82,false,false,1.1,4.74,1.15,-0.5,0,0,0,,0,,NORMAL,0
190963,2025-04-05T17:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.300706,0.953717,-0.781831,0.62349,227.87,230.22,228.73,55.6,54.93,55.47,CLOSED,30.22,false,false,2.34,1.2,0.46,-0.15,0,0,0,,0,,NORMAL,0
190970,2025-04-05T17:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.279829,0.96005,-0.781831,0.62349,230.24,229.85,228.47,54.56,53.98,53.29,CLOSED,30.37,false,false,1.78,2.36,0.21,-0.13,0,0,0,,0,,NORMAL,0
190977,2025-04-05T17:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.258819,0.965926,-0.781831,0.62349,226.8,227.81,225.69,55.16,52.62,53.68,CLOSED,29.51,false,false,2.12,4.71,1.4,-0.19,0,0,0,,0,,NORMAL,0
190984,2025-04-05T17:35:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.237686,0.971342,-0.781831,0.62349,228.95,229.64,230.13,54.46,53.25,55,CLOSED,30.18,false,false,1.18,3.23,0.19,0.69,0,0,0,,0,,NORMAL,0
190991,2025-04-05T17:40:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.21644,0.976296,-0.781831,0.62349,228.32,227.72,228.62,54.77,53.06,54.5,CLOSED,30.1,false,false,0.91,3.17,0.77,-0.49,0,0,0,,0,,NORMAL,0
190998,2025-04-05T17:45:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.19509,0.980785,-0.781831,0.62349,230.27,229.19,229.4,57.72,57.47,52.51,CLOSED,30,false,false,1.08,9.31,0.17,0.88,0,0,0,,0,,NORMAL,0
191005,2025-04-05T17:50:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.173648,0.984808,-0.781831,0.62349,229.96,229.93,231.02,55.57,53.48,55.15,CLOSED,29.39,false,false,1.09,3.83,0.13,-1.26,0,0,0,,0,,NORMAL,0
191012,2025-04-05T17:55:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.152123,0.988362,-0.781831,0.62349,228.76,228.58,228.5,53.9,53.45,55.86,CLOSED,30.13,false,false,0.26,4.44,0.6,0.4,0,0,0,,0,,NORMAL,0
191019,2025-04-05T18:00:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.130526,0.991445,-0.781831,0.62349,228.01,227.83,227.91,54.14,52.46,53.39,CLOSED,29.59,false,false,0.18,3.15,0.91,-0.15,0,0,0,,0,,NORMAL,0
191026,2025-04-05T18:05:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.108867,0.994056,-0.781831,0.62349,228.89,229.65,229.36,53.69,55.51,56.16,CLOSED,30.04,false,false,0.76,4.48,0.3,0.62,0,0,0,,0,,NORMAL,0
191033,2025-04-05T18:10:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.087156,0.996195,-0.781831,0.62349,228.99,227.86,228.7,53.81,55.57,55.93,CLOSED,29.98,false,false,1.13,3.85,0.64,-0.21,0,0,0,,0,,NORMAL,0
191040,2025-04-05T18:15:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.065403,0.997859,-0.781831,0.62349,228.14,228.06,228.94,54.68,55.7,54.42,CLOSED,29.94,false,false,0.88,2.33,0.7,0.12,0,0,0,,0,,NORMAL,0
191047,2025-04-05T18:20:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.043619,0.999048,-0.781831,0.62349,229,229.12,227.39,52.61,51.99,55.15,CLOSED,29.89,false,false,1.73,5.92,0.65,-0.33,0,0,0,,0,,NORMAL,0
191054,2025-04-05T18:25:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,-0.021815,0.999762,-0.781831,0.62349,229.64,229.81,228.68,55.22,56.05,55.21,CLOSED,29.62,false,false,1.12,1.51,0.27,-0.75,0,0,0,,0,,NORMAL,0
191061,2025-04-05T18:30:00Z,E01-GELA,MDP-01,MDP,Main Power Room,TRAIN,ENERGIZED,0,1,0,1,228.93,229.92,227.6,55.85,53.06,54.92,CLOSED,30.09,false,false,2.32,5.12,0.51,0.58,0,0,0,,0,,NORMAL,0
